Port,Protocol,Count
52308,tcp,17
53108,tcp,18
52127,tcp,10
32779,tcp,12
37559,tcp,16
16572,tcp,17
10359,tcp,13
11529,tcp,13
33464,tcp,21
26160,tcp,8
28793,tcp,15
25395,tcp,11
13168,tcp,17
56666,tcp,13
18303,tcp,13
17261,tcp,15
26735,tcp,11
39372,tcp,19
58507,tcp,18
32814,tcp,10
15500,tcp,14
24377,tcp,14
57295,tcp,15
64895,tcp,19
49292,tcp,17
12667,tcp,19
59979,tcp,13
10036,tcp,13
11418,tcp,13
47511,tcp,15
19673,tcp,17
36629,tcp,23
8888,tcp,21
30598,tcp,11
10064,tcp,8
46974,tcp,19
33688,tcp,16
34141,tcp,20
26967,tcp,19
58771,tcp,14
28077,tcp,20
23207,tcp,15
62069,tcp,19
22430,tcp,26
44302,tcp,10
50041,tcp,19
64286,tcp,18
2308,tcp,14
10192,tcp,12
16288,tcp,17
53873,tcp,13
10967,tcp,17
17118,tcp,17
8739,tcp,11
65035,tcp,13
14079,tcp,18
10102,tcp,9
6785,tcp,5
29228,tcp,12
21367,tcp,15
44813,tcp,11
32358,tcp,13
7113,tcp,15
12007,tcp,10
32378,tcp,21
11871,tcp,14
34852,tcp,22
60554,tcp,13
8022,tcp,18
7422,tcp,16
26899,tcp,22
5115,tcp,15
43244,tcp,16
52704,tcp,11
6031,tcp,17
42607,tcp,20
20757,tcp,10
11109,tcp,16
4178,tcp,11
6360,tcp,15
14577,tcp,22
60126,tcp,12
17280,tcp,17
58923,tcp,16
64691,tcp,9
48622,tcp,12
56425,tcp,14
31313,tcp,19
8540,tcp,13
22427,tcp,14
33963,tcp,23
11723,tcp,19
60634,tcp,14
5687,tcp,20
32161,tcp,11
31236,tcp,17
25617,tcp,10
28580,tcp,14
24415,tcp,16
48148,tcp,17
10833,tcp,16
20678,tcp,23
31182,tcp,16
36570,tcp,11
32083,tcp,13
52721,tcp,21
3702,tcp,17
42782,tcp,25
52386,tcp,8
48479,tcp,13
31656,tcp,12
45617,tcp,19
2669,tcp,17
8569,tcp,21
23831,tcp,12
60288,tcp,17
36047,tcp,19
16532,tcp,14
2125,tcp,16
38663,tcp,17
62358,tcp,18
57816,tcp,9
25544,tcp,17
41077,tcp,17
17401,tcp,8
39981,tcp,14
16513,tcp,13
41041,tcp,16
34412,tcp,20
56865,tcp,19
11488,tcp,21
18566,tcp,16
51666,tcp,13
54490,tcp,20
57440,tcp,18
58547,tcp,20
40663,tcp,19
33328,tcp,16
4699,tcp,16
10074,tcp,13
47188,tcp,19
46964,tcp,8
53851,tcp,13
41707,tcp,21
2325,tcp,13
26777,tcp,9
4897,tcp,14
54522,tcp,13
53773,tcp,11
14410,tcp,22
32109,tcp,21
30715,tcp,19
50300,tcp,13
32152,tcp,19
55842,tcp,17
14285,tcp,10
9686,tcp,19
24113,tcp,16
50657,tcp,17
9767,tcp,13
1225,tcp,16
49798,tcp,11
46175,tcp,22
30569,tcp,12
45150,tcp,16
51193,tcp,15
16117,tcp,13
62451,tcp,9
36981,tcp,16
43931,tcp,17
54188,tcp,14
5014,tcp,17
28585,tcp,13
52757,tcp,17
40977,tcp,14
11447,tcp,13
41717,tcp,16
7997,tcp,16
1850,tcp,16
62736,tcp,12
49791,tcp,9
37012,tcp,9
61351,tcp,14
4996,tcp,17
28662,tcp,18
25981,tcp,13
38642,tcp,12
26638,tcp,17
49786,tcp,21
17299,tcp,15
12192,tcp,12
55819,tcp,11
56350,tcp,13
58495,tcp,12
27410,tcp,18
6996,tcp,20
22090,tcp,14
24521,tcp,22
38911,tcp,11
64437,tcp,17
25078,tcp,22
43139,tcp,11
5487,tcp,19
16622,tcp,14
40263,tcp,19
16430,tcp,20
50834,tcp,12
28352,tcp,18
10340,tcp,14
59505,tcp,19
59048,tcp,15
58118,tcp,16
1863,tcp,15
20915,tcp,11
62075,tcp,11
29993,tcp,17
56962,tcp,9
7465,tcp,14
42208,tcp,13
51592,tcp,19
22154,tcp,12
1035,tcp,12
35819,tcp,17
4492,tcp,25
64689,tcp,14
52804,tcp,26
29322,tcp,15
7866,tcp,15
36033,tcp,19
58809,tcp,12
34883,tcp,15
28379,tcp,17
14694,tcp,16
18679,tcp,9
63155,tcp,20
7884,tcp,16
10662,tcp,10
7115,tcp,10
34225,tcp,19
25984,tcp,16
53879,tcp,15
41741,tcp,12
12853,tcp,12
59005,tcp,17
13401,tcp,12
24309,tcp,22
46746,tcp,16
27182,tcp,12
32283,tcp,13
61247,tcp,22
48491,tcp,13
31780,tcp,21
3030,tcp,20
49162,tcp,16
54087,tcp,11
24383,tcp,11
26205,tcp,15
41956,tcp,16
43496,tcp,12
16436,tcp,12
2665,tcp,12
4182,tcp,15
52677,tcp,13
56761,tcp,12
26835,tcp,13
54330,tcp,13
43332,tcp,13
50535,tcp,15
29638,tcp,17
62800,tcp,15
14187,tcp,15
22432,tcp,13
42966,tcp,16
23562,tcp,21
59776,tcp,12
10561,tcp,14
20500,tcp,14
59255,tcp,21
19616,tcp,13
47920,tcp,22
24497,tcp,17
30932,tcp,14
15117,tcp,15
1041,tcp,16
55090,tcp,14
58377,tcp,20
21079,tcp,16
9463,tcp,17
13679,tcp,11
9968,tcp,14
31341,tcp,14
39851,tcp,17
6806,tcp,19
1540,tcp,18
37020,tcp,18
7152,tcp,13
47088,tcp,21
38897,tcp,18
17998,tcp,13
31695,tcp,15
57476,tcp,17
9380,tcp,15
17033,tcp,18
1399,tcp,22
28013,tcp,17
58686,tcp,14
24581,tcp,20
1756,tcp,13
5534,tcp,14
8140,tcp,17
48294,tcp,16
5037,tcp,17
21973,tcp,16
40669,tcp,12
20515,tcp,12
39487,tcp,16
36741,tcp,13
43471,tcp,12
8197,tcp,12
40299,tcp,16
41198,tcp,15
58191,tcp,11
44373,tcp,11
4218,tcp,14
61956,tcp,13
31990,tcp,13
39802,tcp,16
63502,tcp,11
49407,tcp,14
11331,tcp,13
9466,tcp,27
5343,tcp,9
47183,tcp,13
6934,tcp,16
58548,tcp,13
65330,tcp,16
25972,tcp,20
44460,tcp,14
53008,tcp,14
45199,tcp,21
5348,tcp,14
38132,tcp,17
7032,tcp,10
15509,tcp,22
8825,tcp,15
38779,tcp,16
34176,tcp,18
51256,tcp,16
60768,tcp,10
6802,tcp,18
11998,tcp,22
37614,tcp,18
32616,tcp,18
18444,tcp,16
36076,tcp,18
14995,tcp,24
34315,tcp,19
9706,tcp,19
55543,tcp,13
15497,tcp,19
42369,tcp,16
54546,tcp,11
60269,tcp,13
48543,tcp,13
12801,tcp,12
31328,tcp,14
28650,tcp,11
33516,tcp,14
48141,tcp,11
37950,tcp,21
30964,tcp,17
23182,tcp,18
30975,tcp,17
26500,tcp,14
39787,tcp,25
2655,tcp,14
3394,tcp,13
57473,tcp,18
51015,tcp,17
65272,tcp,20
1576,tcp,12
61392,tcp,15
39329,tcp,13
15731,tcp,16
12134,tcp,12
47804,tcp,12
50705,tcp,16
57078,tcp,15
49311,tcp,17
3259,tcp,14
56437,tcp,9
56012,tcp,15
40272,tcp,12
24730,tcp,16
48634,tcp,16
44277,tcp,16
21056,tcp,15
33802,tcp,15
22624,tcp,13
32018,tcp,22
30201,tcp,16
62820,tcp,15
23427,tcp,18
16923,tcp,11
64374,tcp,26
41969,tcp,18
33262,tcp,19
23058,tcp,16
42076,tcp,16
23361,tcp,22
30375,tcp,12
63130,tcp,19
57267,tcp,19
55292,tcp,16
46442,tcp,14
6479,tcp,16
1343,tcp,14
25156,tcp,18
62786,tcp,15
17107,tcp,16
9655,tcp,11
14455,tcp,11
51492,tcp,17
19913,tcp,10
57684,tcp,11
20101,tcp,15
61615,tcp,18
17950,tcp,20
15102,tcp,24
30220,tcp,18
48471,tcp,17
47123,tcp,15
2826,tcp,11
34752,tcp,19
19895,tcp,14
19886,tcp,15
8206,tcp,17
16954,tcp,17
36150,tcp,19
58544,tcp,10
15306,tcp,12
28835,tcp,15
7644,tcp,19
53726,tcp,7
30760,tcp,16
32695,tcp,18
3723,tcp,9
39022,tcp,22
54681,tcp,10
50735,tcp,17
12223,tcp,15
8026,tcp,18
48450,tcp,18
41974,tcp,15
52920,tcp,20
38395,tcp,16
57677,tcp,15
60365,tcp,17
38926,tcp,15
28912,tcp,16
53426,tcp,13
21082,tcp,19
13041,tcp,17
10921,tcp,15
40699,tcp,13
3991,tcp,20
3528,tcp,10
58881,tcp,20
6539,tcp,19
64946,tcp,14
49830,tcp,27
52319,tcp,9
59139,tcp,15
8182,tcp,22
52795,tcp,22
47868,tcp,12
41505,tcp,8
44655,tcp,16
41247,tcp,14
22530,tcp,13
42824,tcp,21
55013,tcp,18
15417,tcp,22
56708,tcp,12
31717,tcp,19
7369,tcp,17
3868,tcp,13
61385,tcp,12
61335,tcp,15
19216,tcp,16
19379,tcp,13
58481,tcp,19
63009,tcp,14
23813,tcp,13
26959,tcp,13
59496,tcp,13
26316,tcp,18
21174,tcp,18
2809,tcp,16
28036,tcp,17
4619,tcp,10
40733,tcp,22
42093,tcp,18
45950,tcp,17
22062,tcp,20
41602,tcp,19
55025,tcp,19
8844,tcp,16
47488,tcp,12
6811,tcp,18
59745,tcp,16
49207,tcp,16
55735,tcp,19
53416,tcp,21
38691,tcp,15
7806,tcp,21
53627,tcp,21
53171,tcp,10
64768,tcp,11
12020,tcp,7
20584,tcp,20
45052,tcp,22
58164,tcp,12
45839,tcp,16
3319,tcp,22
37900,tcp,12
7005,tcp,14
36249,tcp,13
61049,tcp,16
57750,tcp,14
37788,tcp,17
47696,tcp,16
25034,tcp,14
43770,tcp,18
6820,tcp,14
46568,tcp,18
19743,tcp,16
14708,tcp,12
22350,tcp,12
59925,tcp,15
34800,tcp,18
8170,tcp,11
60057,tcp,17
41125,tcp,13
9899,tcp,21
40959,tcp,17
49002,tcp,20
64867,tcp,17
4055,tcp,16
3786,tcp,11
11699,tcp,18
16140,tcp,18
18078,tcp,13
47149,tcp,15
13734,tcp,14
33122,tcp,20
31302,tcp,11
22246,tcp,13
54624,tcp,19
36285,tcp,18
26249,tcp,14
46533,tcp,13
7133,tcp,13
55246,tcp,13
13713,tcp,14
49061,tcp,14
57567,tcp,23
35653,tcp,15
30443,tcp,12
2711,tcp,7
3257,tcp,22
42760,tcp,14
38122,tcp,14
55658,tcp,19
21224,tcp,20
9474,tcp,19
37579,tcp,16
40495,tcp,16
52314,tcp,14
39210,tcp,18
24925,tcp,19
21906,tcp,20
40038,tcp,15
64136,tcp,22
29050,tcp,15
1551,tcp,19
50315,tcp,11
26534,tcp,14
21477,tcp,15
33713,tcp,17
47094,tcp,12
48231,tcp,20
11764,tcp,25
26091,tcp,16
11726,tcp,12
19402,tcp,16
46559,tcp,13
28664,tcp,17
60520,tcp,16
41593,tcp,11
24983,tcp,17
1082,tcp,21
56119,tcp,16
40056,tcp,15
4459,tcp,18
4448,tcp,12
12950,tcp,14
44372,tcp,17
15238,tcp,10
46106,tcp,15
24297,tcp,17
58947,tcp,16
21789,tcp,13
24378,tcp,13
18750,tcp,11
53547,tcp,11
1765,tcp,11
6647,tcp,11
63959,tcp,12
12741,tcp,16
22925,tcp,13
43224,tcp,11
62243,tcp,16
3399,tcp,19
4971,tcp,14
44007,tcp,15
16868,tcp,16
52630,tcp,13
43927,tcp,21
40850,tcp,16
33391,tcp,15
42131,tcp,15
33124,tcp,10
39728,tcp,11
28213,tcp,21
17794,tcp,18
36407,tcp,19
28203,tcp,16
6511,tcp,26
35330,tcp,15
20327,tcp,19
20650,tcp,9
63231,tcp,14
62770,tcp,19
37352,tcp,10
14176,tcp,16
52890,tcp,14
26015,tcp,22
40340,tcp,17
62207,tcp,16
20657,tcp,11
20176,tcp,22
24577,tcp,13
37162,tcp,16
43275,tcp,16
30315,tcp,14
41336,tcp,16
35326,tcp,12
19261,tcp,15
38774,tcp,19
33200,tcp,12
58299,tcp,20
38982,tcp,11
9508,tcp,21
47500,tcp,11
39147,tcp,17
18752,tcp,20
26083,tcp,15
60246,tcp,18
50452,tcp,16
24334,tcp,17
54889,tcp,16
23482,tcp,19
51618,tcp,21
16560,tcp,20
35038,tcp,25
31563,tcp,16
1922,tcp,13
36591,tcp,12
31058,tcp,15
17770,tcp,11
40937,tcp,16
34825,tcp,16
39601,tcp,15
8883,tcp,18
44681,tcp,13
48160,tcp,11
57878,tcp,16
47569,tcp,24
39079,tcp,23
2240,tcp,14
7841,tcp,17
45777,tcp,15
37726,tcp,12
18682,tcp,22
41116,tcp,16
32459,tcp,14
45233,tcp,17
46012,tcp,14
58605,tcp,16
18108,tcp,22
55007,tcp,22
14888,tcp,17
12633,tcp,17
49625,tcp,18
16563,tcp,11
44174,tcp,14
12300,tcp,13
44634,tcp,16
14856,tcp,16
2911,tcp,19
40945,tcp,19
49265,tcp,20
60970,tcp,27
21161,tcp,19
24803,tcp,18
15803,tcp,11
27382,tcp,18
19361,tcp,11
2487,tcp,15
16035,tcp,15
49724,tcp,17
32904,tcp,16
36200,tcp,21
26175,tcp,16
34255,tcp,11
44374,tcp,13
22800,tcp,7
27562,tcp,12
5800,tcp,12
45683,tcp,11
44070,tcp,18
25292,tcp,18
56321,tcp,11
43587,tcp,24
56610,tcp,16
33321,tcp,12
55534,tcp,28
6222,tcp,14
16614,tcp,13
16197,tcp,10
63787,tcp,19
16991,tcp,13
31774,tcp,16
6206,tcp,17
23419,tcp,19
8409,tcp,16
6617,tcp,13
34864,tcp,8
1674,tcp,14
42041,tcp,14
31980,tcp,10
12462,tcp,13
53093,tcp,15
56265,tcp,13
35245,tcp,19
36252,tcp,21
32649,tcp,11
52647,tcp,23
64749,tcp,26
55798,tcp,17
41085,tcp,17
58475,tcp,15
24454,tcp,27
64914,tcp,15
30430,tcp,15
49356,tcp,20
53185,tcp,12
39755,tcp,16
13727,tcp,11
25734,tcp,15
41197,tcp,15
30593,tcp,16
20923,tcp,9
33972,tcp,10
35829,tcp,12
18595,tcp,12
57502,tcp,15
48848,tcp,13
53391,tcp,23
4397,tcp,13
12661,tcp,19
32656,tcp,21
59453,tcp,15
51427,tcp,18
33901,tcp,18
21903,tcp,15
65041,tcp,23
57199,tcp,17
16731,tcp,10
27686,tcp,14
30175,tcp,17
62274,tcp,10
57174,tcp,16
13483,tcp,10
47358,tcp,12
8251,tcp,17
10182,tcp,13
54811,tcp,15
59023,tcp,16
44807,tcp,17
40705,tcp,17
3216,tcp,16
61284,tcp,17
63451,tcp,18
28680,tcp,12
25769,tcp,16
29403,tcp,13
8466,tcp,16
44725,tcp,15
47650,tcp,14
45087,tcp,16
50415,tcp,16
55864,tcp,12
25504,tcp,21
24549,tcp,11
46234,tcp,21
48441,tcp,29
31156,tcp,18
20833,tcp,13
48511,tcp,15
33912,tcp,15
26283,tcp,23
25225,tcp,13
33872,tcp,12
33826,tcp,16
43485,tcp,17
41011,tcp,18
17559,tcp,14
7617,tcp,9
41469,tcp,18
53742,tcp,16
47210,tcp,18
28928,tcp,13
31349,tcp,15
57050,tcp,19
17227,tcp,14
27285,tcp,17
32837,tcp,22
5441,tcp,18
55091,tcp,12
31144,tcp,20
51820,tcp,19
40376,tcp,13
45104,tcp,17
39264,tcp,12
21119,tcp,15
18120,tcp,16
7171,tcp,17
19585,tcp,17
14457,tcp,22
43408,tcp,19
18809,tcp,15
27506,tcp,18
32065,tcp,13
43134,tcp,16
31977,tcp,18
42891,tcp,10
28708,tcp,15
14122,tcp,18
23606,tcp,14
38455,tcp,15
57584,tcp,18
64072,tcp,10
15775,tcp,16
2012,tcp,22
50000,tcp,18
31710,tcp,10
5757,tcp,10
45171,tcp,18
65129,tcp,12
21194,tcp,19
15768,tcp,13
58250,tcp,14
44965,tcp,18
16789,tcp,16
15129,tcp,14
64931,tcp,18
46294,tcp,15
36654,tcp,15
1252,tcp,14
17122,tcp,14
11408,tcp,14
53175,tcp,13
22447,tcp,12
41510,tcp,16
40582,tcp,13
11003,tcp,10
24823,tcp,17
54055,tcp,14
12411,tcp,17
2963,tcp,16
16631,tcp,19
13393,tcp,20
37642,tcp,15
51033,tcp,11
34881,tcp,8
29898,tcp,21
64038,tcp,7
35059,tcp,14
37106,tcp,13
18409,tcp,26
42235,tcp,17
27973,tcp,15
3736,tcp,18
10886,tcp,20
1974,tcp,9
2672,tcp,13
57996,tcp,17
39263,tcp,12
29803,tcp,21
52898,tcp,19
60742,tcp,17
58624,tcp,22
37328,tcp,26
27901,tcp,19
2849,tcp,9
39766,tcp,12
55567,tcp,16
30719,tcp,18
3214,tcp,13
50093,tcp,15
23091,tcp,16
10865,tcp,21
42173,tcp,9
28679,tcp,9
45547,tcp,16
2857,tcp,12
54134,tcp,12
40555,tcp,17
49318,tcp,21
10435,tcp,20
13534,tcp,19
48444,tcp,27
22911,tcp,13
39303,tcp,19
50530,tcp,15
46785,tcp,14
42619,tcp,11
25556,tcp,20
43802,tcp,15
21998,tcp,12
15584,tcp,12
32958,tcp,14
19355,tcp,18
55320,tcp,18
5233,tcp,20
47054,tcp,15
45474,tcp,13
23415,tcp,14
58631,tcp,12
58262,tcp,16
11781,tcp,12
28972,tcp,12
26410,tcp,14
35301,tcp,18
5700,tcp,18
33473,tcp,16
25103,tcp,14
11678,tcp,17
29758,tcp,20
62065,tcp,10
10446,tcp,14
61135,tcp,18
9804,tcp,14
9089,tcp,12
63533,tcp,8
26426,tcp,12
6316,tcp,14
12350,tcp,13
65370,tcp,12
6640,tcp,17
35635,tcp,16
56875,tcp,13
57800,tcp,13
4125,tcp,15
35451,tcp,19
57529,tcp,8
25217,tcp,15
7337,tcp,10
57260,tcp,20
10395,tcp,12
47518,tcp,17
20233,tcp,15
35437,tcp,21
29243,tcp,14
19432,tcp,14
14681,tcp,12
54809,tcp,18
58680,tcp,17
21852,tcp,17
17248,tcp,11
23071,tcp,20
46808,tcp,10
19356,tcp,14
25731,tcp,13
63882,tcp,16
22686,tcp,20
57890,tcp,15
35024,tcp,17
53574,tcp,14
5120,tcp,16
28833,tcp,20
28505,tcp,14
5205,tcp,18
7407,tcp,10
57430,tcp,10
44084,tcp,16
13218,tcp,19
27726,tcp,20
42904,tcp,13
8886,tcp,17
20695,tcp,15
59478,tcp,11
8600,tcp,14
31891,tcp,17
64210,tcp,16
34079,tcp,16
24783,tcp,22
48894,tcp,11
28695,tcp,10
53073,tcp,21
23906,tcp,16
64707,tcp,12
42046,tcp,13
51210,tcp,21
13015,tcp,12
12377,tcp,20
42010,tcp,13
23317,tcp,15
33016,tcp,11
29274,tcp,15
5488,tcp,16
4555,tcp,13
61158,tcp,20
48335,tcp,13
10958,tcp,18
37486,tcp,12
44795,tcp,19
29208,tcp,16
8698,tcp,11
38588,tcp,13
2374,tcp,14
33563,tcp,11
31959,tcp,18
35297,tcp,17
4069,tcp,18
37985,tcp,11
16945,tcp,13
35223,tcp,22
11797,tcp,15
61232,tcp,17
5327,tcp,14
2194,tcp,12
64383,tcp,11
56722,tcp,14
27180,tcp,12
8279,tcp,22
20556,tcp,13
58189,tcp,13
20024,tcp,16
30649,tcp,9
46091,tcp,14
43658,tcp,20
58805,tcp,12
42774,tcp,13
26460,tcp,17
25015,tcp,13
53651,tcp,13
17287,tcp,12
2279,tcp,21
6394,tcp,20
35213,tcp,16
40545,tcp,11
14620,tcp,16
47653,tcp,19
50077,tcp,9
22690,tcp,13
18776,tcp,14
7361,tcp,10
23715,tcp,17
28278,tcp,20
41407,tcp,18
63492,tcp,12
12467,tcp,14
58499,tcp,19
28598,tcp,14
25131,tcp,17
35033,tcp,15
51136,tcp,21
7909,tcp,11
12813,tcp,16
13703,tcp,15
8184,tcp,18
42780,tcp,12
5440,tcp,15
38424,tcp,14
26566,tcp,24
61377,tcp,20
30816,tcp,10
41203,tcp,16
2055,tcp,16
6972,tcp,10
13566,tcp,16
4866,tcp,13
42986,tcp,15
22228,tcp,9
54991,tcp,19
62480,tcp,12
59052,tcp,14
36737,tcp,16
60937,tcp,15
28015,tcp,15
56246,tcp,14
24998,tcp,20
13643,tcp,12
42649,tcp,11
29667,tcp,10
22771,tcp,16
36769,tcp,13
34502,tcp,13
26065,tcp,15
6154,tcp,19
65237,tcp,16
27458,tcp,19
24897,tcp,19
41230,tcp,19
5521,tcp,15
36572,tcp,14
5345,tcp,13
63560,tcp,14
46534,tcp,11
19283,tcp,13
34132,tcp,8
16895,tcp,17
14813,tcp,20
10615,tcp,10
39619,tcp,17
5454,tcp,20
47953,tcp,12
26033,tcp,21
56757,tcp,13
36628,tcp,16
1750,tcp,17
15063,tcp,17
59984,tcp,18
40614,tcp,15
28869,tcp,16
37034,tcp,17
43195,tcp,13
25628,tcp,9
23501,tcp,12
44498,tcp,16
14847,tcp,12
31279,tcp,15
15094,tcp,15
5988,tcp,14
59876,tcp,11
28475,tcp,12
18916,tcp,7
44390,tcp,12
35480,tcp,13
15596,tcp,18
44826,tcp,11
3543,tcp,20
41411,tcp,16
51545,tcp,19
36917,tcp,20
61478,tcp,10
40890,tcp,18
52020,tcp,9
24319,tcp,16
23259,tcp,17
29175,tcp,16
25345,tcp,12
37782,tcp,17
36409,tcp,17
45062,tcp,24
48219,tcp,15
13214,tcp,13
56914,tcp,13
36130,tcp,15
60058,tcp,20
3873,tcp,12
42859,tcp,16
16237,tcp,19
55331,tcp,13
57033,tcp,14
57653,tcp,17
44543,tcp,15
65391,tcp,13
16540,tcp,17
15174,tcp,17
25316,tcp,18
49947,tcp,8
2571,tcp,18
22948,tcp,12
39654,tcp,10
20412,tcp,8
60358,tcp,16
44217,tcp,16
30329,tcp,20
65317,tcp,15
57097,tcp,19
1081,tcp,17
45025,tcp,10
52702,tcp,21
10515,tcp,19
21929,tcp,11
65453,tcp,28
45082,tcp,20
7121,tcp,22
53802,tcp,13
55853,tcp,18
52311,tcp,16
9352,tcp,12
57240,tcp,17
29827,tcp,19
56318,tcp,15
51170,tcp,17
31802,tcp,21
39365,tcp,13
10857,tcp,14
7469,tcp,16
60668,tcp,13
21476,tcp,16
31792,tcp,22
40596,tcp,10
50654,tcp,10
2424,tcp,21
57121,tcp,16
16799,tcp,12
57187,tcp,16
60123,tcp,15
64164,tcp,16
36844,tcp,11
15670,tcp,11
8118,tcp,19
50533,tcp,9
45421,tcp,11
9362,tcp,17
13358,tcp,15
47429,tcp,17
64668,tcp,11
17201,tcp,14
54079,tcp,12
39783,tcp,7
12351,tcp,15
59617,tcp,13
38391,tcp,14
44804,tcp,13
57935,tcp,27
16743,tcp,19
41254,tcp,16
50138,tcp,21
16535,tcp,24
17270,tcp,18
25170,tcp,18
25433,tcp,14
25206,tcp,13
17109,tcp,15
21193,tcp,15
57798,tcp,22
64477,tcp,15
50253,tcp,21
41305,tcp,9
62442,tcp,15
17496,tcp,11
22208,tcp,14
64557,tcp,14
48385,tcp,14
58074,tcp,11
2097,tcp,8
14000,tcp,21
42029,tcp,18
15153,tcp,14
13496,tcp,10
60954,tcp,11
41346,tcp,12
31011,tcp,19
12766,tcp,15
20844,tcp,15
48103,tcp,20
9933,tcp,23
46222,tcp,7
49210,tcp,23
25916,tcp,25
59707,tcp,9
60076,tcp,27
39988,tcp,15
15694,tcp,13
39165,tcp,15
28344,tcp,22
12537,tcp,9
61467,tcp,17
29697,tcp,16
28754,tcp,18
9725,tcp,12
51842,tcp,13
42984,tcp,15
36838,tcp,19
14032,tcp,15
1284,tcp,12
7528,tcp,20
4736,tcp,17
30564,tcp,15
3824,tcp,14
61943,tcp,13
55519,tcp,12
63897,tcp,15
45448,tcp,12
34249,tcp,18
16466,tcp,19
37921,tcp,19
5181,tcp,17
31698,tcp,11
57721,tcp,14
42367,tcp,18
22283,tcp,21
44226,tcp,25
32969,tcp,13
58518,tcp,16
54929,tcp,17
43494,tcp,14
44386,tcp,8
5022,tcp,13
26441,tcp,10
47884,tcp,17
49541,tcp,13
60199,tcp,19
42242,tcp,13
41263,tcp,15
42128,tcp,15
44135,tcp,11
2850,tcp,21
1317,tcp,11
6188,tcp,15
3795,tcp,13
20296,tcp,12
49321,tcp,18
27080,tcp,15
19330,tcp,25
42106,tcp,18
65278,tcp,20
57963,tcp,15
15199,tcp,10
6199,tcp,12
22843,tcp,12
8720,tcp,15
43558,tcp,10
36392,tcp,16
26498,tcp,17
59024,tcp,15
12513,tcp,18
23848,tcp,23
44687,tcp,10
32982,tcp,18
58926,tcp,22
52050,tcp,22
11402,tcp,10
18191,tcp,13
18976,tcp,17
18803,tcp,14
42902,tcp,15
12122,tcp,16
27386,tcp,15
54743,tcp,12
12190,tcp,15
15188,tcp,16
38135,tcp,20
55736,tcp,16
8701,tcp,20
2237,tcp,16
61763,tcp,14
39567,tcp,19
54402,tcp,17
17271,tcp,14
14990,tcp,18
3519,tcp,17
44670,tcp,21
19304,tcp,16
54728,tcp,12
15679,tcp,11
48772,tcp,23
53425,tcp,13
51500,tcp,19
45436,tcp,15
24230,tcp,14
19150,tcp,22
33830,tcp,15
27363,tcp,15
28547,tcp,11
5982,tcp,18
62927,tcp,15
53850,tcp,10
38634,tcp,13
55398,tcp,13
64541,tcp,18
40196,tcp,17
48595,tcp,12
2391,tcp,16
13250,tcp,13
19362,tcp,19
62584,tcp,11
39812,tcp,11
63508,tcp,18
16985,tcp,18
44469,tcp,19
13800,tcp,26
3817,tcp,21
63540,tcp,15
22094,tcp,14
60122,tcp,19
31975,tcp,14
26794,tcp,20
45642,tcp,18
41316,tcp,13
44131,tcp,20
23721,tcp,13
10078,tcp,17
49511,tcp,13
16345,tcp,15
51142,tcp,19
55233,tcp,15
17402,tcp,13
60245,tcp,15
10035,tcp,11
51145,tcp,15
36822,tcp,9
1263,tcp,13
24176,tcp,16
31680,tcp,12
62794,tcp,16
56726,tcp,15
23492,tcp,23
61412,tcp,14
3992,tcp,11
5217,tcp,17
30144,tcp,9
57394,tcp,17
51102,tcp,11
39460,tcp,19
29515,tcp,18
13185,tcp,11
7108,tcp,10
7049,tcp,5
60623,tcp,10
5600,tcp,13
32424,tcp,13
1255,tcp,16
60102,tcp,15
17806,tcp,16
46038,tcp,19
27176,tcp,9
54693,tcp,17
43634,tcp,14
23379,tcp,13
8156,tcp,6
61361,tcp,11
28248,tcp,11
44581,tcp,11
20180,tcp,16
18106,tcp,8
63637,tcp,15
3548,tcp,14
14864,tcp,11
21252,tcp,19
37883,tcp,20
40962,tcp,5
10244,tcp,15
2901,tcp,12
63480,tcp,18
21325,tcp,13
16192,tcp,17
32640,tcp,18
13174,tcp,16
18041,tcp,13
54179,tcp,23
27606,tcp,17
50130,tcp,13
39937,tcp,13
20235,tcp,17
32755,tcp,14
61115,tcp,16
46848,tcp,9
44139,tcp,18
51512,tcp,14
63073,tcp,22
28111,tcp,18
46758,tcp,18
23023,tcp,18
37100,tcp,11
43737,tcp,16
40155,tcp,8
24922,tcp,12
23103,tcp,22
62021,tcp,17
11696,tcp,15
21703,tcp,14
7957,tcp,23
41948,tcp,19
31996,tcp,16
51315,tcp,12
19519,tcp,11
28154,tcp,14
8135,tcp,14
64578,tcp,16
35946,tcp,11
60089,tcp,15
12557,tcp,15
34346,tcp,18
24132,tcp,12
38821,tcp,15
39269,tcp,8
63329,tcp,8
4323,tcp,18
15144,tcp,18
15277,tcp,15
18288,tcp,12
1456,tcp,17
13575,tcp,10
18423,tcp,10
46312,tcp,19
45294,tcp,15
5929,tcp,6
55366,tcp,11
49133,tcp,11
11651,tcp,12
30392,tcp,12
16112,tcp,11
24855,tcp,13
41350,tcp,11
28231,tcp,18
28782,tcp,18
15931,tcp,17
6418,tcp,17
36860,tcp,21
34591,tcp,15
56905,tcp,12
53411,tcp,9
20770,tcp,13
46500,tcp,17
21563,tcp,10
34298,tcp,15
60228,tcp,21
20834,tcp,23
43335,tcp,20
3556,tcp,18
50454,tcp,19
7881,tcp,21
16646,tcp,11
53225,tcp,11
34703,tcp,16
61968,tcp,21
